pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1029 b,Kepler-1029,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.41769648,0.00000890,-0.00000890,0,,,,,1.260,0.080,-0.070,0,0.112,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5030.00,68.38,-91.81,0,0.77,0.04,-0.04,0,0.82,0.04,-0.04,0,0.010,0.163,-0.172,0,[Fe/H],4.58,0.02,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m31.89s,292.1328738,+41d32m50.92s,41.5474786,366.6560000,2.5695000,-2.5695000,14.4340000,0.1500000,-0.1500000,12.1690000,,,14.3009000,0.0002230,-0.0002230,2016-05-06 09:17:56,2016-05,2016-05-10
Kepler-1030 b,Kepler-1030,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.32952416,0.00007474,-0.00007474,0,,,,,2.480,0.120,-0.180,0,0.221,0.011,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4983.00,78.38,-85.01,0,0.76,0.04,-0.04,0,0.80,0.04,-0.04,0,-0.010,0.154,-0.161,0,[Fe/H],4.59,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m43.66s,293.6819098,+45d49m03.09s,45.8175241,758.7020000,16.8660000,-16.8660000,16.0030000,0.1370000,-0.1370000,13.5780000,0.0410000,-0.0410000,15.7163000,0.0005430,-0.0005430,2016-05-06 09:17:56,2016-05,2016-05-10
Kepler-1031 b,Kepler-1031,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.22621732,0.00000451,-0.00000451,0,,,,,0.870,0.210,-0.110,0,0.078,0.019,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6011.00,125.91,-133.30,0,1.12,0.27,-0.13,0,1.09,0.10,-0.07,0,0.030,0.136,-0.170,0,[Fe/H],4.38,0.08,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m21.57s,296.0898796,+48d57m19.48s,48.9554121,682.8820000,,,13.8770000,0.0920000,-0.0920000,12.3530000,0.0250000,-0.0250000,,,,2016-05-06 09:17:57,2016-05,2016-05-10
Kepler-1032 b,Kepler-1032,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.29011795,0.00000505,-0.00000505,0,,,,,1.870,0.100,-0.080,0,0.167,0.009,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4647.00,57.14,-84.37,0,0.71,0.02,-0.02,0,0.77,0.03,-0.03,0,0.160,0.103,-0.211,0,[Fe/H],4.62,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m43.41s,289.9308779,+40d05m51.76s,40.0977109,673.0100000,35.7390000,-35.7390000,16.0070000,0.0920000,-0.0920000,13.3010000,0.0340000,-0.0340000,15.7993000,0.0018470,-0.0018470,2016-05-06 09:17:57,2016-05,2016-05-10
Kepler-1033 b,Kepler-1033,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.56052806,0.00002405,-0.00002405,0,,,,,2.510,0.410,-0.180,0,0.224,0.037,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5547.00,59.76,-66.49,0,0.92,0.15,-0.06,0,0.94,0.04,-0.04,0,0.060,0.147,-0.156,0,[Fe/H],4.49,0.05,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,1455.5000000,83.8600000,-83.8600000,16.1860000,0.3430000,-0.3430000,14.2830000,0.0860000,-0.0860000,15.9289000,0.0006240,-0.0006240,2016-05-06 09:17:58,2016-05,2016-05-10
Kepler-1034 b,Kepler-1034,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.12400943,0.00003320,-0.00003320,0,,,,,2.260,0.170,-0.140,0,0.202,0.015,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5198.00,102.36,-86.25,0,0.80,0.05,-0.05,0,0.83,0.04,-0.04,0,-0.060,0.148,-0.172,0,[Fe/H],4.57,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m27.70s,286.1154093,+37d58m01.01s,37.9669464,654.5490000,9.3410000,-9.3410000,15.2690000,0.1950000,-0.1950000,13.1580000,0.0310000,-0.0310000,15.0740000,0.0003170,-0.0003170,2016-05-06 09:17:59,2016-05,2016-05-10
Kepler-1035 b,Kepler-1035,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.71407755,0.00000371,-0.00000371,0,,,,,1.170,0.280,-0.110,0,0.104,0.025,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5763.00,114.35,-121.15,0,0.97,0.23,-0.09,0,0.98,0.06,-0.06,0,-0.030,0.135,-0.183,0,[Fe/H],4.45,0.07,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m10.14s,289.0422430,+42d52m57.00s,42.8824991,562.1160000,19.7275000,-19.7275000,13.0970000,0.0920000,-0.0920000,11.4160000,0.0110000,-0.0110000,13.0054000,0.0010190,-0.0010190,2016-05-06 09:17:59,2016-05,2016-05-10
Kepler-1037 b,Kepler-1037,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.06378867,0.00000126,-0.00000126,0,,,,,1.280,0.090,-0.070,0,0.114,0.008,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5105.00,96.95,-70.71,0,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0,-0.030,0.139,-0.164,0,[Fe/H],4.57,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.9140000,3.1260000,-3.1260000,14.4750000,0.1260000,-0.1260000,12.2480000,0.0240000,-0.0240000,14.2311000,0.0005930,-0.0005930,2016-05-06 09:18:00,2016-05,2016-05-10
Kepler-1039 b,Kepler-1039,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.93488424,0.00000087,-0.00000087,0,,,,,1.460,0.090,-0.220,0,0.130,0.008,-0.020,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4870.00,194.18,-173.27,0,0.74,0.04,-0.04,0,0.79,0.05,-0.04,0,0.010,0.150,-0.164,0,[Fe/H],4.60,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m18.39s,298.3266169,+45d18m55.52s,45.3154212,306.9100000,1.9330000,-1.9330000,14.4380000,0.0690000,-0.0690000,11.7530000,0.0190000,-0.0190000,14.0958000,0.0003000,-0.0003000,2016-05-06 09:18:02,2016-05,2016-05-10
Kepler-1041 b,Kepler-1041,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.75764210,0.00011120,-0.00011120,0,,,,,2.940,0.620,-0.530,0,0.262,0.055,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5957.00,107.73,-105.23,0,1.08,0.23,-0.11,0,1.06,0.07,-0.07,0,0.010,0.136,-0.175,0,[Fe/H],4.40,0.08,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m31.62s,293.8817361,+49d40m59.31s,49.6831419,1485.8200000,37.2250000,-37.2250000,14.5760000,0.1950000,-0.1950000,13.0340000,0.0330000,-0.0330000,14.4422000,0.0002430,-0.0002430,2016-05-06 09:18:03,2016-05,2016-05-10
Kepler-1042 b,Kepler-1042,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.13202575,0.00003028,-0.00003028,0,,,,,2.190,0.110,-0.160,0,0.195,0.010,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4815.00,86.89,-79.62,0,0.72,0.03,-0.05,0,0.75,0.04,-0.05,0,-0.100,0.153,-0.195,0,[Fe/H],4.61,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m40.55s,288.6689428,+39d49m26.38s,39.8239935,,,,16.0040000,0.1490000,-0.1490000,13.3680000,0.0350000,-0.0350000,15.6716000,0.0015300,-0.0015300,2016-05-06 09:18:03,2016-05,2016-05-10
Kepler-1043 b,Kepler-1043,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,38.50533980,0.00017850,-0.00017850,0,,,,,2.550,0.390,-0.240,0,0.227,0.035,-0.021,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5629.00,73.19,-67.58,0,0.90,0.10,-0.07,0,0.92,0.05,-0.06,0,-0.110,0.155,-0.187,0,[Fe/H],4.50,0.05,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m39.11s,281.6629579,+47d34m06.93s,47.5685927,903.3320000,15.2305000,-15.2305000,14.9490000,0.1720000,-0.1720000,13.1950000,0.0210000,-0.0210000,14.7617000,0.0002630,-0.0002630,2016-05-06 09:18:03,2016-05,2016-05-10
Kepler-1044 b,Kepler-1044,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.77408868,0.00001867,-0.00001867,0,,,,,2.670,0.620,-0.290,0,0.238,0.055,-0.026,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5985.00,112.26,-124.51,0,1.11,0.25,-0.12,0,1.08,0.08,-0.07,0,0.040,0.137,-0.163,0,[Fe/H],4.38,0.08,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m34.66s,293.1444017,+46d39m58.38s,46.6662155,1278.9600000,41.3200000,-41.3200000,15.4780000,0.0810000,-0.0810000,13.9030000,0.0730000,-0.0730000,15.3061000,0.0004540,-0.0004540,2016-05-06 09:18:04,2016-05,2016-05-10
Kepler-1045 b,Kepler-1045,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.41045478,0.00007194,-0.00007194,0,,,,,2.690,0.210,-0.160,0,0.240,0.019,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5301.00,56.01,-59.81,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0,-0.030,0.146,-0.163,0,[Fe/H],4.55,0.04,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m43.98s,284.1832668,+45d04m26.72s,45.0740897,942.4850000,23.3885000,-23.3885000,15.8790000,0.2980000,-0.2980000,13.7570000,0.0560000,-0.0560000,15.5490000,0.0004990,-0.0004990,2016-05-06 09:18:05,2016-05,2016-05-10
Kepler-1046 b,Kepler-1046,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.37508035,0.00004094,-0.00004094,0,,,,,1.710,0.120,-0.110,0,0.153,0.011,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5913.00,72.81,-81.92,0,1.04,0.07,-0.06,0,1.04,0.04,-0.04,0,0.000,0.089,-0.092,0,[Fe/H],4.42,0.04,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m01.39s,296.7558056,+46d59m53.81s,46.9982799,721.5340000,,,13.3470000,0.0800000,-0.0800000,11.7300000,0.0180000,-0.0180000,13.2479000,0.0002900,-0.0002900,2016-05-06 09:18:06,2016-05,2016-05-10
Kepler-1048 b,Kepler-1048,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.92101021,0.00002415,-0.00002415,0,,,,,1.610,0.090,-0.080,0,0.144,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4651.00,59.42,-62.38,0,0.70,0.03,-0.03,0,0.75,0.03,-0.04,0,0.010,0.149,-0.160,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h47m35.59s,281.8983042,+42d09m56.56s,42.1657112,556.0060000,5.9145000,-5.9145000,15.1380000,0.1260000,-0.1260000,12.4470000,0.0160000,-0.0160000,14.8444000,0.0003630,-0.0003630,2016-05-06 09:18:07,2016-05,2016-05-10
Kepler-1049 b,Kepler-1049,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.27346074,0.00000531,-0.00000531,0,,,,,0.950,0.100,-0.160,0,0.085,0.009,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3864.00,42.03,-41.50,0,0.49,0.03,-0.03,0,0.51,0.03,-0.03,0,-0.330,0.083,-0.078,0,[Fe/H],4.77,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m23.27s,287.3469567,+47d46m22.47s,47.7729078,162.0060000,0.4230000,-0.4230000,14.6950000,0.0690000,-0.0690000,11.1800000,0.0110000,-0.0110000,14.1559000,0.0003520,-0.0003520,2016-05-06 09:18:08,2016-05,2016-05-10
Kepler-1051 b,Kepler-1051,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,25.96200249,0.00008634,-0.00008634,0,,,,,3.400,1.230,-0.670,0,0.303,0.110,-0.060,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6675.00,270.59,-222.60,0,1.73,0.62,-0.34,0,1.43,0.22,-0.16,0,0.040,0.130,-0.166,0,[Fe/H],4.12,0.14,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m37.95s,295.1581062,+40d53m55.75s,40.8988186,829.3430000,10.2360000,-10.2360000,13.2120000,0.0570000,-0.0570000,12.0100000,0.0250000,-0.0250000,13.1159000,0.0002760,-0.0002760,2016-05-06 09:18:10,2016-05,2016-05-10
Kepler-1052 b,Kepler-1052,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.85382760,0.00012600,-0.00012600,0,,,,,2.930,0.540,-0.310,0,0.261,0.048,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5888.00,160.50,-173.26,0,1.03,0.19,-0.11,0,1.03,0.08,-0.07,0,0.000,0.150,-0.175,0,[Fe/H],4.42,0.08,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m22.26s,295.3427300,+46d36m07.97s,46.6022134,943.4440000,17.1980000,-17.1980000,14.9320000,0.0920000,-0.0920000,13.3050000,0.0340000,-0.0340000,14.8614000,0.0005480,-0.0005480,2016-05-06 09:18:10,2016-05,2016-05-10
Kepler-1053 b,Kepler-1053,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.41435165,0.00000254,-0.00000254,0,,,,,0.980,0.050,-0.040,0,0.087,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4529.00,81.74,-98.25,0,0.69,0.03,-0.03,0,0.74,0.03,-0.04,0,0.100,0.160,-0.171,0,[Fe/H],4.63,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m40.47s,291.4186349,+39d07m38.52s,39.1273664,151.1290000,0.3880000,-0.3880000,13.5760000,0.1030000,-0.1030000,10.5850000,0.0180000,-0.0180000,13.2088000,0.0002710,-0.0002710,2016-05-06 09:18:11,2016-05,2016-05-10
Kepler-1054 b,Kepler-1054,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.30655689,0.00001426,-0.00001426,0,,,,,2.630,1.150,-0.530,0,0.235,0.103,-0.047,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6209.00,106.61,-147.02,0,1.34,0.58,-0.20,0,1.22,0.18,-0.10,0,0.090,0.143,-0.138,0,[Fe/H],4.26,0.12,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m24.27s,290.6011085,+44d33m22.90s,44.5563604,1090.5100000,22.4950000,-22.4950000,14.1430000,0.1370000,-0.1370000,12.6930000,0.0190000,-0.0190000,14.0850000,0.0002350,-0.0002350,2016-05-06 09:18:12,2016-05,2016-05-10
Kepler-1055 b,Kepler-1055,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.29503623,0.00000347,-0.00000347,0,,,,,1.230,0.070,-0.060,0,0.110,0.006,-0.005,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5723.00,76.28,-61.68,0,0.94,0.04,-0.04,0,0.98,0.03,-0.04,0,-0.020,0.098,-0.099,0,[Fe/H],4.49,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m56.83s,290.4867838,+44d55m57.15s,44.9325410,389.3970000,2.4480000,-2.4480000,13.1940000,0.0920000,-0.0920000,11.5690000,0.0160000,-0.0160000,13.0728000,0.0007320,-0.0007320,2016-05-06 09:18:12,2016-05,2016-05-10
Kepler-1056 b,Kepler-1056,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,27.49560600,0.00014570,-0.00014570,0,,,,,3.010,1.330,-0.600,0,0.269,0.119,-0.054,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6127.00,199.75,-285.27,0,1.20,0.51,-0.21,0,1.12,0.20,-0.12,0,0.020,0.130,-0.180,0,[Fe/H],4.33,0.12,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m06.24s,299.5259832,+46d53m57.32s,46.8992561,982.5100000,19.3375000,-19.3375000,14.7720000,0.1720000,-0.1720000,12.8270000,0.0190000,-0.0190000,14.5601000,0.0002850,-0.0002850,2016-05-06 09:18:13,2016-05,2016-05-10
